,city,11,15,18,27,coordinates
432,Мурманск,652.0,1224.0,,442.0,"[33.074918, 68.970663]"
433,Муром,1213.0,1368.0,402.0,,"[42.052411, 55.579174]"
434,Мценск,,313.0,,,"[36.575006, 53.278939]"
435,Мыски,,,,158.0,"[87.805747, 53.712514]"
436,Мытищи,155.0,3871.0,1084.0,1423.0,"[37.736743, 55.909968]"
437,Набережные Челны,,8410.0,,1560.0,"[52.403662, 55.741272]"
438,Надеждино,,24.0,,,"[50.373479, 54.117218]"
439,Надым,,107.0,,,"[72.540055, 65.527025]"
440,Назарово,,164.0,,,"[90.417697, 56.012345]"
441,Называевск,,65.0,,,"[71.349186, 55.564821]"
442,Нальчик,2075.0,1472.0,558.0,1493.0,"[43.607081, 43.485259]"
443,Наро-Фоминск,,99.0,,,"[36.72285, 55.383838]"
444,Нарьян-Мар,,44.0,49.0,39.0,"[53.006926, 67.63805]"
445,Наумовка,,85.0,,,"[55.91709, 53.519964]"
446,Находка,160.0,315.0,194.0,,"[132.89282, 42.824043]"
447,Невель,,36.0,,,"[29.91725, 56.017483]"
448,Невельск,,213.0,,,"[141.856596, 46.671673]"
449,Невинномысск,,1818.0,1079.0,,"[41.936061, 44.638287]"
450,Невьянск,,86.0,,,"[60.218251, 57.491225]"
451,Нелидово,,45.0,,,"[32.772042, 56.225553]"
452,Нерчинск,,150.0,,,"[116.585693, 51.977058]"
453,Нерюнгри,,160.0,98.0,91.0,"[124.712311, 56.657717]"
454,Нефтегорск,,42.0,54.0,,"[51.163808, 52.797221]"
455,Нефтекамск,15.0,706.0,,25.0,"[54.247751, 56.088483]"
456,Нефтеюганск,,369.0,124.0,155.0,"[72.616403, 61.088255]"
457,Нижневартовск,,844.0,265.0,17.0,"[76.558902, 60.938545]"
458,Нижнекамск,102.0,1276.0,3586.0,721.0,"[51.819712, 55.637576]"
459,Нижнеудинск,,125.0,,,"[99.026387, 54.901238]"
460,Нижний Бестях,,136.0,,,"[129.907763, 61.95847]"
461,Нижний Ломов,,125.0,,,"[43.672999, 53.530049]"
462,Нижний Новгород,10249.0,9032.0,1876.0,5184.0,"[44.006516, 56.326797]"
463,Нижний Тагил,,1518.0,94.0,416.0,"[59.971474, 57.907562]"
464,Нижняя Салда,,39.0,,,"[60.716331, 58.07149]"
465,Никель,,40.0,,,"[30.210065, 69.410035]"
466,Николаевка,,36.0,,,"[47.207986, 53.129051]"
467,Николаевск,,72.0,,,"[45.45911, 50.025878]"
468,Николаевск-на-Амуре,,33.0,,,"[140.713795, 53.14025]"
469,Никольск,,,66.0,,"[45.45849, 59.530416]"
470,Никольск,,,66.0,,"[46.084356, 53.71447]"
471,Новая Усмань,,74.0,,,"[39.410268, 51.643447]"
472,Новоалтайск,,164.0,,125.0,"[83.931079, 53.412021]"
473,Новоаннинский,,51.0,,,"[42.667083, 50.529606]"
474,Новобелокатай,,50.0,,,"[58.959199, 55.70771]"
475,Нововоронеж,,112.0,,,"[39.215981, 51.3091]"
476,Новодвинск,,46.0,22.0,,"[40.82083, 64.413687]"
477,Новозыбков,,82.0,,38.0,"[31.933231, 52.536723]"
478,Новоильинск,,95.0,,,"[108.707621, 51.68243]"
479,Новокузнецк,1197.0,3350.0,1058.0,1441.0,"[87.136053, 53.757553]"
480,Новокуйбышевск,,485.0,862.0,,"[49.947776, 53.099469]"
481,Новомосковск,,2040.0,1415.0,241.0,"[38.291057, 54.010914]"
482,Новоомский,,86.0,,,"[73.301, 54.841371]"
483,Новопавловск,,49.0,,,"[43.63191, 43.957369]"
484,Новороссийск,213.0,592.0,401.0,,"[37.768813, 44.723771]"
485,Новосибирск,10271.0,9480.0,2729.0,8821.0,"[82.92043, 55.030204]"
486,Новотроицк,,959.0,572.0,,"[58.299683, 51.196355]"
487,Новоульяновск,,,64.0,,"[48.384824, 54.151718]"
488,Новоуральск,370.0,424.0,,76.0,"[60.095613, 57.247235]"
489,Новохоперск,,55.0,,,"[41.631461, 51.100286]"
490,Новочебоксарск,,297.0,214.0,,"[47.476807, 56.108738]"
491,Новочеркасск,3059.0,8097.0,3188.0,2784.0,"[40.093734, 47.422052]"
492,Новошахтинск,99.0,84.0,,,"[39.934705, 47.754315]"
493,Новый Быт,,137.0,,,"[37.605122, 55.059817]"
494,Новый Уренгой,,303.0,178.0,,"[76.680956, 66.084539]"
495,Ногинск,,182.0,,171.0,"[38.441866, 55.854476]"
496,Норильск,76.0,868.0,93.0,,"[88.210393, 69.343985]"
497,Ноябрьск,71.0,240.0,,,"[75.450938, 63.201805]"
498,Нытва,,30.0,,,"[55.328631, 57.939127]"
499,Нягань,,106.0,,,"[65.433393, 62.14681]"
500,Нязепетровск,,33.0,,,"[59.595449, 56.053924]"
501,Обнинск,,125.0,,,"[36.586459, 55.11202]"
502,Обоянь,,60.0,,,"[36.267638, 51.209893]"
503,Одинцово,,104.0,,,"[37.263663, 55.679138]"
504,Озерск,71.0,144.0,166.0,63.0,"[60.707608, 55.763189]"
505,Озеры,,78.0,,,"[38.559833, 54.854092]"
506,Октябрьский,,1420.0,,,"[53.46557, 54.481454]"
507,Октябрьский,,1420.0,,,"[43.171829, 61.089321]"
508,Октябрьское,,54.0,,,"[62.728988, 54.412296]"
509,Олекминск,,,86.0,,"[120.403084, 60.372981]"
510,Оленегорск,,49.0,,,"[33.270104, 68.14046]"
511,Омск,6573.0,4697.0,6528.0,9398.0,"[73.368221, 54.989347]"
512,Омутнинск,,48.0,,,"[52.177161, 58.66406]"
513,Онега,,73.0,,,"[38.086655, 63.914485]"
514,Опочка,,62.0,,,"[28.658926, 56.713993]"
515,Орел,156.0,539.0,,311.0,"[36.064358, 52.970756]"
516,Оренбург,2440.0,5129.0,1751.0,2540.0,"[55.096964, 51.768205]"
517,Орехово-Зуево,,191.0,,,"[38.981601, 55.805842]"
518,Орлов,,8.0,,,"[48.89284, 58.539037]"
519,Орск,124.0,1280.0,195.0,174.0,"[58.474675, 51.2293]"
520,Осинники,,32.0,,,"[87.337078, 53.598754]"
521,Осташков,,50.0,,,"[33.102873, 57.15605]"
522,Острогожск,,92.0,,,"[39.082365, 50.860145]"
523,Отрадный,,142.0,,,"[51.348789, 53.376549]"
524,Оха,,224.0,,,"[142.949163, 53.588974]"
525,Очер,,47.0,,,"[54.716096, 57.885268]"
526,Павлово,,173.0,,,"[43.064848, 55.965103]"
527,Павловский Посад,,120.0,,,"[38.650976, 55.78034]"
528,Палана,,20.0,,,"[159.951307, 59.082834]"
529,Парабель,,37.0,,,"[81.489871, 58.703203]"
530,Парковый,,116.0,,,"[40.146869, 45.838031]"
531,Партизанск,,56.0,,,"[133.123255, 43.11982]"
532,Пенза,7326.0,4699.0,699.0,4726.0,"[45.018316, 53.195042]"
533,Первомайск,,155.0,,,"[43.801386, 54.867632]"
534,Первомайский,,178.0,55.0,,"[37.503837, 54.036483]"
535,Первомайский,,178.0,55.0,,"[51.641055, 51.903798]"
536,Первомайский,,178.0,55.0,,"[61.174696, 54.865622]"
537,Первомайский,,178.0,55.0,,"[115.63833, 51.669294]"
538,Первомайское,,54.0,,,"[42.481536, 43.938113]"
539,Первомайское,,54.0,,,"[84.020812, 53.723059]"
540,Первомайское,,54.0,,,"[86.234952, 57.073198]"
541,Первоуральск,,249.0,,,"[59.943267, 56.905819]"
542,Перевоз,,134.0,,,"[44.54494, 55.596854]"
543,Переславль-Залесский,,88.0,,,"[38.854382, 56.739194]"
544,Пермь,1994.0,3691.0,5575.0,2961.0,"[56.229443, 58.010455]"
545,Пестравка,,24.0,,,"[49.962167, 52.40377]"
546,Петровск,,223.0,,,"[45.38994, 52.314028]"
547,Петрозаводск,853.0,1361.0,,134.0,"[34.346878, 61.785021]"
548,Петропавловка,,35.0,,,"[105.317631, 50.610055]"
549,Петропавловск-Камчатский,91.0,843.0,,449.0,"[158.643503, 53.024265]"
550,Петушки,,48.0,,,"[39.459352, 55.931104]"
551,Печора,,83.0,,,"[57.223977, 65.148606]"
552,Пласт,,91.0,,,"[60.808408, 54.363281]"
553,Плесецк,,36.0,,,"[40.281194, 62.710039]"
554,Побединское,,112.0,,,"[45.438386, 43.401471]"
555,Подольск,,161.0,,152.0,"[37.544997, 55.431136]"
556,Подпорожье,,52.0,,,"[34.167952, 60.912097]"
557,Покачи,,31.0,,,"[75.599753, 61.741652]"
558,Покровка,,48.0,,,"[53.874707, 51.98986]"
559,Покровка,,48.0,,,"[131.635555, 43.950906]"
560,Полевской,,157.0,,,"[60.236307, 56.495802]"
561,Полесск,,100.0,,,"[21.109888, 54.862782]"
562,Полысаево,,134.0,,,"[86.280901, 54.605443]"
563,Полярные Зори,,56.0,,72.0,"[32.500975, 67.365788]"
564,Похвистнево,,32.0,,,"[52.123038, 53.653394]"
565,Почеп,,,61.0,,"[33.454267, 52.929135]"
566,Пошехонье,,44.0,,,"[39.120481, 58.503857]"
567,Преображенский,34.0,,,,"[43.825632, 54.381753]"
568,Приморский,,89.0,,,"[35.488098, 45.115886]"
569,Приозерск,,67.0,,,"[30.115589, 61.035979]"
570,Прогресс,,20.0,,,"[54.721783, 56.24402]"
571,Прокопьевск,,410.0,,,"[86.750055, 53.884493]"
572,Пролетарск,,67.0,,,"[41.727544, 46.703855]"
573,Протвино,,765.0,,,"[37.2151, 54.864969]"
574,Пруды,,110.0,,,"[165.889368, 67.396381]"
575,Псков,150.0,1071.0,,278.0,"[28.33246, 57.819274]"
576,Пугачев,,60.0,,,"[48.812036, 52.0119]"
577,Пущино,7.0,,,,"[37.620986, 54.832484]"
578,Пятигорск,,,,348.0,"[43.070643, 44.039802]"
579,Радужный,,72.0,,,"[40.332605, 55.995659]"
580,Радужный,,72.0,,,"[77.458448, 62.134265]"
581,Райчихинск,,125.0,,,"[129.411255, 49.794114]"
582,Ракитное,,53.0,,,"[35.831389, 50.834383]"
583,Раменское,298.0,180.0,,,"[38.225004, 55.567586]"
584,Ревда,,92.0,,,"[59.908718, 56.800084]"
585,Реж,,83.0,,,"[61.391648, 57.373777]"
586,Реутов,233.0,217.0,285.0,,"[37.85515, 55.760515]"
587,Ржев,,163.0,76.0,,"[34.334419, 56.263017]"
588,Ровеньки,,,,41.0,"[38.891985, 49.914716]"
589,Рославль,,92.0,,,"[32.857498, 53.947229]"
590,Россошь,,363.0,98.0,,"[39.562632, 50.198256]"
591,Ростов,,79.0,,,"[39.414526, 57.18587]"
592,Ростов-на-Дону,16138.0,7068.0,1561.0,10971.0,"[39.720358, 47.222078]"
593,Рошаль,,46.0,60.0,,"[39.862768, 55.663283]"
594,Ртищево,73.0,78.0,,,"[43.785657, 52.257455]"
595,Рубцовск,,735.0,,,"[81.217673, 51.527623]"
596,Рудня,,66.0,,,"[31.081763, 54.948013]"
597,Рудня,,66.0,,,"[44.556384, 50.801559]"
598,Рузаевка,,2452.0,,99.0,"[44.94911, 54.058274]"
599,Рыбинск,1625.0,3035.0,,963.0,"[38.855711, 58.04864]"
600,Рыбное,,75.0,,,"[39.505463, 54.730812]"
601,Рыбное,,75.0,,,"[37.619782, 56.41525]"
602,Рыльск,193.0,,,,"[34.681052, 51.571263]"
603,Рязань,1952.0,4359.0,2242.0,2070.0,"[39.741917, 54.629565]"
604,Салават,,1480.0,3193.0,,"[55.924681, 53.361651]"
605,Салехард,84.0,,,,"[66.614507, 66.529866]"
606,Сальск,,133.0,,,"[41.541503, 46.474898]"
607,Самара,16639.0,14092.0,6360.0,8120.0,"[50.100202, 53.195878]"
608,Санкт-Петербург,22474.0,46722.0,24029.0,30460.0,"[30.315877, 59.939099]"
609,Саранск,5230.0,720.0,688.0,1394.0,"[45.183938, 54.187433]"
610,Сарапул,411.0,985.0,,,"[53.803687, 56.461218]"
611,Саратов,5775.0,7598.0,2907.0,5835.0,"[46.034266, 51.533562]"
612,Саров,821.0,2676.0,,,"[43.344853, 54.922793]"
613,Сатка,,110.0,127.0,,"[58.974578, 55.047456]"
614,Сафоново,,190.0,107.0,,"[33.23798, 55.106057]"
615,Саяногорск,,204.0,,,"[91.412204, 53.100762]"
616,Светлый,,137.0,22.0,,"[20.131093, 54.673268]"
617,Светлый,,137.0,22.0,,"[113.426974, 63.049927]"
618,Светлый Яр,,,145.0,,"[44.78002, 48.475809]"
619,Светогорск,,32.0,,,"[28.865879, 61.113731]"
620,Свирск,,56.0,53.0,,"[103.342253, 53.066572]"
621,Свобода,,49.0,,,"[36.304738, 51.973774]"
622,Свободный,,128.0,122.0,,"[128.134156, 51.375889]"
623,Севастополь,,197.0,,,"[33.525135, 44.616495]"
624,Северобайкальск,,67.0,,,"[109.335597, 55.636001]"
625,Северодвинск,,2015.0,,604.0,"[39.823781, 64.563386]"
626,Североуральск,,73.0,,,"[59.952161, 60.152394]"
627,Северск,,591.0,1457.0,,"[84.880913, 56.60319]"
628,Селенгинск,,78.0,,,"[106.862616, 52.005386]"
629,Семенов,,68.0,,,"[44.49034, 56.789017]"
630,Семилуки,,110.0,102.0,,"[39.020211, 51.69463]"
631,Сергач,38.0,,,,"[45.465228, 55.531035]"
632,Сергиев Посад,,206.0,271.0,,"[38.135972, 56.315311]"
633,Сердобск,,79.0,,,"[44.202735, 52.455683]"
634,Серноводск,,111.0,,,"[51.255759, 53.921982]"
635,Серов,,264.0,,,"[60.573588, 59.605395]"
636,Серп и Молот,,73.0,,,"[42.492235, 50.851121]"
637,Серпухов,145.0,302.0,,,"[37.416601, 54.913681]"
638,Сибай,,259.0,,,"[58.665665, 52.72039]"
639,Сим,,192.0,,,"[57.687184, 54.988469]"
640,Симферополь,280.0,925.0,225.0,,"[34.100327, 44.948237]"
641,Славянка,,88.0,,,"[131.385581, 42.865001]"
642,Сланцы,,84.0,,,"[28.088145, 59.11779]"
643,Слобода,,168.0,,,"[40.29351, 51.13569]"
644,Смоленск,2938.0,1873.0,,,"[32.045287, 54.782635]"
645,Снежинск,102.0,861.0,,,"[60.732707, 56.087303]"
646,Советск,29.0,179.0,,,"[21.888656, 55.081034]"
647,Советск,29.0,179.0,,,"[48.959521, 57.587599]"
648,Советск,29.0,179.0,,,"[37.626636, 53.932946]"
649,Советская Гавань,,42.0,56.0,,"[140.285128, 48.966446]"
650,Советский,,110.0,,,"[63.566802, 61.370766]"
651,Советский,,110.0,,,"[34.929005, 45.340396]"
652,Советский,,110.0,,,"[63.566802, 61.370766]"
653,Совхоз Мамадышский,,84.0,,,"[51.385494, 55.707699]"
654,Сокол,,92.0,,,"[40.099986, 59.460972]"
655,Соликамск,,328.0,208.0,118.0,"[56.770391, 59.649193]"
656,Солнечногорск,,284.0,,268.0,"[36.977631, 56.185107]"
657,Соль-Илецк,,59.0,,,"[54.980031, 51.161986]"
658,Сорочинск,,69.0,,,"[53.161149, 52.431316]"
659,Сосенский,,78.0,,,"[35.966038, 54.059489]"
660,Сосково,,14.0,,,"[35.386445, 52.748434]"
661,Сосновоборск,,267.0,,,"[93.335434, 56.120211]"
662,Сосновоборск,,267.0,,,"[46.247184, 53.299168]"
663,Сосновское,,75.0,,,"[43.168307, 55.804369]"
664,Сосновское,,75.0,,,"[73.161366, 54.598439]"
665,Сосновый Бор,,123.0,,,"[29.09221, 59.904225]"
666,Сосногорск,,146.0,,,"[53.873117, 63.600002]"
667,Спас-Клепики,,41.0,,,"[40.17628, 55.131167]"
668,Спасск-Дальний,63.0,148.0,,,"[132.817568, 44.597647]"
669,Ставрополь,4374.0,1825.0,1016.0,425.0,"[41.96911, 45.043317]"
670,Старая Русса,,126.0,,,"[31.355461, 57.99072]"
671,Староминская,,70.0,,,"[39.062629, 46.538766]"
672,Старосубхангулово,,22.0,,,"[57.441612, 53.102183]"
673,Старый Оскол,,2957.0,135.0,521.0,"[37.833231, 51.297974]"
674,Степное,,76.0,,,"[46.844169, 51.377801]"
675,Стерлитамак,242.0,2041.0,2854.0,1105.0,"[55.930825, 53.630403]"
676,Стрежевой,,66.0,,,"[77.604011, 60.732867]"
677,Стрелецкий,,196.0,,,"[35.973655, 53.011729]"
678,Строитель,,66.0,,,"[36.486998, 50.785172]"
679,Строитель,,66.0,,,"[36.058771, 55.498296]"
680,Строитель,,66.0,,,"[41.450028, 52.649155]"
681,Ступино,,608.0,,97.0,"[38.078237, 54.88628]"
682,Субханкулово,,74.0,,,"[53.808277, 54.556175]"
683,Сунтар,,30.0,,,"[117.647601, 62.160619]"
684,Сургут,743.0,549.0,197.0,856.0,"[73.393032, 61.241778]"
685,Суровикино,,68.0,,,"[42.844249, 48.60538]"
686,Сухиничи,,40.0,,,"[35.337981, 54.101551]"
687,Сухой Лог,,89.0,76.0,,"[62.035542, 56.905431]"
688,Сызрань,,2623.0,532.0,244.0,"[48.474611, 53.155669]"
689,Сыктывкар,301.0,1017.0,656.0,354.0,"[50.836497, 61.668797]"
690,Тавда,,52.0,,,"[65.272604, 58.041876]"
691,Таганрог,307.0,1820.0,,159.0,"[38.936694, 47.208735]"
692,Тайшет,,71.0,,,"[98.002982, 55.940502]"
693,Тамбов,4896.0,4682.0,1454.0,2148.0,"[41.45275, 52.721295]"
694,Тара,,75.0,,,"[74.371981, 56.901838]"
695,Тарасовский,,71.0,,,"[40.356095, 48.727189]"
696,Тверь,218.0,2399.0,2247.0,1781.0,"[35.91186, 56.859625]"
697,Тевриз,,58.0,,,"[72.404652, 57.516669]"
698,Тейково,112.0,,,,"[40.535471, 56.85436]"
699,Темрюк,,254.0,,215.0,"[37.365388, 45.282044]"
700,Тербуны,,148.0,,,"[38.279963, 52.147475]"
701,Терек,,79.0,,,"[44.140267, 43.483865]"
702,Техникумовский,,19.0,,,"[36.355844, 52.470514]"
703,Тикси,,24.0,,,"[128.870855, 71.639263]"
704,Тимашевск,,,67.0,,"[38.933973, 45.6142]"
705,Тихвин,,116.0,,,"[33.542105, 59.644213]"
706,Тихорецк,263.0,,181.0,352.0,"[40.123171, 45.852784]"
707,Тобольск,,1085.0,662.0,,"[68.253995, 58.200891]"
708,Тогучин,,32.0,,,"[84.402874, 55.238018]"
709,Тольятти,2434.0,4596.0,2025.0,1453.0,"[49.420411, 53.507852]"
710,Томск,7017.0,13007.0,9499.0,9385.0,"[84.947649, 56.484645]"
711,Торбеево,,96.0,,,"[43.245958, 54.074511]"
712,Торжок,,63.0,,,"[34.960149, 57.041338]"
713,Трехгорный,88.0,82.0,,,"[58.44662, 54.814652]"
714,Троицк,,62.0,,,"[61.559004, 54.082757]"
715,Трубчевск,,106.0,,,"[33.766082, 52.579083]"
716,Туймазы,,115.0,110.0,,"[53.694955, 54.600708]"
717,Тула,2184.0,1729.0,,1480.0,"[37.617348, 54.193122]"
718,Тулун,,72.0,,,"[100.578047, 54.55712]"
719,Тура,,61.0,,,"[100.20778, 64.270386]"
720,Туринск,,56.0,,,"[63.690814, 58.052474]"
721,Туринская Слобода,,55.0,,,"[64.387467, 57.618062]"
722,Тучково,,44.0,,,"[36.47187, 55.600857]"
723,Тында,,,,156.0,"[124.73644, 55.149666]"
724,Тюмень,809.0,6706.0,3357.0,4701.0,"[65.541227, 57.152985]"
725,Тяжинский,,64.0,,,"[88.517194, 56.110731]"
726,Уварово,,58.0,,,"[42.261009, 51.983105]"
727,Углич,,113.0,,,"[38.319372, 57.526597]"
728,Удомля,,76.0,,,"[35.005739, 57.871648]"
729,Узловая,,122.0,,361.0,"[38.160308, 53.97844]"
730,Улан-Удэ,4016.0,2784.0,722.0,1137.0,"[107.584547, 51.834809]"
731,Улькан,,26.0,,,"[107.793846, 55.908555]"
732,Ульяновск,4675.0,3240.0,,2326.0,"[48.403132, 54.314192]"
733,Урай,,100.0,,,"[64.803225, 60.128955]"
734,Урень,,,63.0,,"[45.799536, 57.463042]"
735,Урюпинск,,90.0,,,"[41.995593, 50.79451]"
736,Усинск,,99.0,,,"[57.55701, 65.994148]"
737,Усолье-Сибирское,,154.0,70.0,,"[103.637332, 52.757095]"
738,Уссурийск,,297.0,,309.0,"[131.952122, 43.797247]"
739,Усть-Илимск,,60.0,,,"[102.733519, 57.942686]"
740,Усть-Камчатск,,10.0,,,"[162.536137, 56.239683]"
741,Усть-Катав,,83.0,,,"[58.174709, 54.930289]"
742,Уфа,8113.0,13559.0,2786.0,7141.0,"[55.958736, 54.735152]"
743,Ухта,100.0,1283.0,160.0,1014.0,"[53.663999, 63.566006]"
744,Феодосия,,138.0,,,"[35.383911, 45.026654]"
745,Фокино,,140.0,,,"[34.415923, 53.455436]"
746,Фокино,,140.0,,,"[132.410936, 42.97407]"
747,Фрязино,1670.0,,,,"[38.042808, 55.961339]"
748,Хабаровск,3225.0,2582.0,1233.0,2595.0,"[135.071917, 48.480229]"
749,Хандыга,,164.0,,,"[135.563053, 62.653533]"
750,Ханты-Мансийск,,122.0,,,"[69.046866, 61.035726]"
751,Ханты-Мансийск,,122.0,,,"[69.018911, 61.003184]"
752,Хасавюрт,,388.0,,,"[46.585526, 43.248524]"
753,Хвойная,,46.0,,,"[34.530781, 58.896724]"
754,Хворостянка,,79.0,,,"[48.964929, 52.615344]"
755,Химки,,169.0,,160.0,"[37.444853, 55.889361]"
756,Хлопуново,,71.0,,,"[82.019545, 52.072413]"
757,Холмск,,83.0,,,"[142.042017, 47.040819]"
758,Хоногор,,45.0,,,"[130.120367, 62.4684]"
759,Хор,,54.0,,,"[134.963041, 47.885839]"
760,Хоронхой,,47.0,,,"[106.148195, 50.474158]"
761,Цивильск,,157.0,,,"[47.465309, 55.864899]"
762,Чадан,,106.0,,,"[91.567406, 51.28294]"
763,Чайковский,,896.0,142.0,,"[54.14881, 56.778081]"
764,Чапаевск,,131.0,83.0,,"[49.710217, 52.981709]"
765,Чебаркуль,,52.0,,,"[60.37012, 54.97779]"
766,Чебоксары,2590.0,3665.0,1608.0,3862.0,"[47.247728, 56.139918]"
767,Чегдомын,,37.0,50.0,,"[133.035948, 51.133904]"
768,Челябинск,6386.0,3465.0,1933.0,2338.0,"[61.402554, 55.159902]"
769,Черемхово,,70.0,,,"[103.090096, 53.136917]"
770,Черемшан,,29.0,,,"[51.505616, 54.654704]"
771,Череповец,195.0,1919.0,1456.0,916.0,"[37.90347, 59.122612]"
772,Черкесск,,1072.0,,,"[42.048279, 44.228374]"
773,Черкизово,201.0,,,,"[38.740413, 55.202234]"
774,Черногорск,,266.0,159.0,,"[91.306005, 53.827013]"
775,Черноярская,,60.0,,,"[44.34687, 43.692884]"
776,Чернушка,,159.0,,,"[56.07637, 56.516015]"
777,Чернянка,,44.0,,53.0,"[37.804134, 50.940917]"
778,Черский,,30.0,,,"[161.323816, 68.755809]"
779,Чистополь,,74.0,,104.0,"[50.643575, 55.372339]"
780,Чита,1108.0,678.0,8.0,416.0,"[113.501049, 52.033635]"
781,Чкаловск,,82.0,,,"[43.251105, 56.766257]"
782,Чунский,,42.0,,,"[99.6619, 56.088298]"
783,Чусовой,,75.0,,,"[57.808053, 58.305058]"
784,Шадринск,,117.0,,,"[63.629747, 56.087042]"
785,Шарыпово,,99.0,,,"[89.18016, 55.53909]"
786,Шатура,,122.0,,,"[39.544575, 55.577577]"
787,Шахты,1519.0,2691.0,780.0,844.0,"[40.215401, 47.709237]"
788,Шебекино,,231.0,145.0,,"[36.879319, 50.404344]"
789,Шелехов,,82.0,,,"[104.097395, 52.210209]"
790,Шемышейка,,43.0,,,"[45.397881, 52.889919]"
791,Шлиссельбург,,120.0,,,"[31.034754, 59.944959]"
792,Шолоховский,,59.0,,,"[41.046505, 48.282732]"
793,Шумерля,,81.0,,,"[46.417846, 55.497934]"
794,Шушенское,,94.0,,,"[91.935643, 53.333763]"
795,Шуя,,141.0,,,"[41.384622, 56.854404]"
796,Щекино,,152.0,124.0,119.0,"[37.518165, 54.001574]"
797,Щигры,,66.0,,,"[36.912341, 51.873243]"
798,Эгвекинот,,21.0,,,"[177.339555, 68.08756]"
799,Электроизолятор,,,207.0,,"[38.501137, 55.586237]"
800,Электросталь,,503.0,116.0,476.0,"[38.444858, 55.78445]"
801,Элиста,,84.0,,,"[44.269759, 46.307743]"
802,Энгельс,188.0,2168.0,507.0,135.0,"[46.124052, 51.50105]"
803,Югорск,,101.0,,,"[63.331964, 61.314917]"
804,Южно-Сахалинск,,535.0,,,"[142.729587, 46.957771]"
805,Южноуральск,,86.0,,,"[61.268237, 54.442455]"
806,Юрга,,897.0,,,"[84.933878, 55.713557]"
807,Юрюзань,,71.0,,,"[58.425276, 54.853677]"
808,Ютановка,,,,46.0,"[37.796768, 50.4909]"
809,Якутск,1609.0,1474.0,786.0,259.0,"[129.732178, 62.027221]"
810,Ялуторовск,,204.0,,,"[66.312215, 56.654694]"
811,Яровое,,51.0,,,"[78.580049, 52.919743]"
812,Ярославль,3731.0,2846.0,5947.0,2636.0,"[39.893813, 57.626559]"
813,Ярцево,,50.0,,,"[32.688292, 55.066123]"
814,Ясногорск,,119.0,,,"[37.693354, 54.479293]"
815,Ясногорск,,119.0,,,"[115.692013, 50.87397]"
816,имени Карла Либкнехта,,65.0,,,"[35.479339, 51.623467]"
