,city,8,15,26,27,coordinates
428,Куйбышев,135.0,116.0,,,"[78.311111, 55.445972]"
429,Кулебаки,94.0,102.0,,,"[42.512492, 55.429716]"
430,Кулун,,42.0,,,"[89.783666, 55.332673]"
431,Кумены,47.0,,,,"[49.903076, 58.103851]"
432,Кумертау,1121.0,1197.0,,,"[55.796698, 52.756185]"
433,Кунгур,281.0,69.0,,,"[56.944215, 57.42881]"
434,Курган,448.0,2498.0,,1345.0,"[65.341118, 55.441004]"
435,Курсавка,76.0,,,,"[42.503563, 44.459468]"
436,Курск,9370.0,4401.0,,549.0,"[36.193015, 51.730846]"
437,Кушнаренково,60.0,,,,"[55.33297, 55.1012]"
438,Кущевская,,74.0,,,"[39.628191, 46.565699]"
439,Кызыл,2263.0,444.0,,,"[94.43799, 51.71989]"
440,Кыштым,,102.0,,,"[60.538958, 55.707882]"
441,Кяхта,52.0,,,,"[106.449903, 50.35522]"
442,Лабинск,126.0,124.0,,,"[40.723578, 44.635715]"
443,Лабытнанги,91.0,126.0,,,"[66.37993, 66.660883]"
444,Лагань,,77.0,,,"[47.354142, 45.392903]"
445,Лангепас,79.0,90.0,,,"[75.180725, 61.253706]"
446,Ленинградская,102.0,100.0,,,"[39.392886, 46.320553]"
447,Лениногорск,85.0,983.0,,,"[52.442676, 54.599028]"
448,Ленинск,97.0,105.0,,,"[45.199228, 48.693682]"
449,Ленск,,156.0,,,"[114.911853, 60.713735]"
450,Лермонтов,523.0,,,,"[42.973184, 44.10535]"
451,Лесной,,837.0,,268.0,"[59.79863, 58.635513]"
452,Лесосибирск,130.0,754.0,,,"[92.503666, 58.221733]"
453,Ливны,149.0,807.0,,,"[37.60805, 52.426549]"
454,Ликино-Дулево,179.0,277.0,,,"[38.958712, 55.707086]"
455,Липецк,5493.0,4534.0,,1856.0,"[39.599229, 52.608826]"
456,Лиски,55.0,215.0,,150.0,"[39.497099, 50.987304]"
457,Лодейное Поле,49.0,,,,"[33.543183, 60.734305]"
458,Локоть,100.0,,,,"[34.577036, 52.560927]"
459,Луга,65.0,62.0,,,"[29.847945, 58.735207]"
460,Луховицы,,108.0,,,"[39.02605, 54.96515]"
461,Лысково,62.0,67.0,,,"[45.040971, 56.021362]"
462,Лысьва,700.0,790.0,,112.0,"[57.811664, 58.100417]"
463,Лыткарино,,112.0,,,"[37.908986, 55.579302]"
464,Люберцы,110.0,95.0,,,"[37.893328, 55.676748]"
465,Любим,43.0,40.0,,,"[40.686882, 58.362004]"
466,Лянтор,,115.0,,,"[72.155361, 61.620667]"
467,Маар,214.0,,,,"[120.358159, 63.433869]"
468,Магадан,1006.0,101.0,,,"[150.808586, 59.565155]"
469,Магнитогорск,4596.0,4564.0,,2407.0,"[58.980291, 53.407163]"
470,Майкоп,3196.0,1040.0,,1782.0,"[40.105852, 44.606683]"
471,Майский,,85.0,,,"[44.051756, 43.628254]"
472,Майский,,85.0,,,"[36.455233, 50.523238]"
473,Максатиха,,21.0,,,"[35.869864, 57.795725]"
474,Малояз,,54.0,,,"[58.155889, 55.179724]"
475,Мангут,,24.0,,,"[112.672713, 49.695882]"
476,Мариинский Посад,54.0,,,,"[47.718661, 56.113707]"
477,Маркс,82.0,,,,"[46.740144, 51.712591]"
478,Маслянино,82.0,,,,"[84.210671, 54.345142]"
479,Массандра,137.0,148.0,,,"[34.186035, 44.514701]"
480,Махачкала,6236.0,651.0,,322.0,"[47.504745, 42.9831]"
481,Мегион,,79.0,,,"[76.102621, 61.03289]"
482,Медвенка,,28.0,,,"[36.109148, 51.419546]"
483,Медногорск,,133.0,,,"[57.582944, 51.403446]"
484,Междуреченск,160.0,156.0,,,"[88.080398, 53.685199]"
485,Междуреченский,33.0,38.0,,,"[65.900364, 59.596753]"
486,Мелеуз,374.0,1410.0,,18.0,"[55.927672, 52.959143]"
487,Мензелинск,75.0,,,,"[53.101429, 55.719972]"
488,Миасс,820.0,771.0,,1045.0,"[60.109599, 55.050432]"
489,Микунь,,110.0,,,"[50.082532, 62.356493]"
490,Миллерово,,47.0,,,"[40.394849, 48.92173]"
491,Минеральные Воды,2017.0,,,433.0,"[43.13834, 44.208806]"
492,Минусинск,164.0,,,,"[91.686981, 53.710015]"
493,Мирный,60.0,96.0,,55.0,"[113.978701, 62.541028]"
494,Мирный,60.0,96.0,,55.0,"[40.326613, 62.761555]"
495,Мирный,60.0,96.0,,55.0,"[61.733762, 55.251501]"
496,Михайловка,3006.0,281.0,,,"[43.23445, 50.07938]"
497,Михайловка,3006.0,281.0,,,"[55.889629, 54.807658]"
498,Михайловск,101.0,104.0,,,"[59.125926, 56.444862]"
499,Михайловск,101.0,104.0,,,"[42.028803, 45.129667]"
500,Михайловское,,67.0,,,"[44.62975, 43.099153]"
501,Михайловское,,67.0,,,"[79.721223, 51.820014]"
502,Мичуринск,419.0,451.0,,656.0,"[40.49802, 52.893913]"
503,Мичуринский,,209.0,,,"[34.235424, 53.274777]"
504,Мишкино,43.0,,,,"[55.964081, 55.532497]"
505,Мишкино,43.0,,,,"[63.914342, 55.337307]"
506,Можга,63.0,71.0,,,"[52.213022, 56.440244]"
507,Моздок,,100.0,,105.0,"[44.653887, 43.735433]"
508,Моздок,,100.0,,105.0,"[44.653887, 43.735433]"
509,Мокшан,66.0,,,,"[44.608109, 53.440114]"
510,Мончегорск,67.0,86.0,,111.0,"[32.937071, 67.938921]"
511,Морки,2.0,,,,"[48.998733, 56.428897]"
512,Моршанск,108.0,,,,"[41.811627, 53.443611]"
513,Москва,36136.0,57536.0,2620.0,60524.0,"[37.617644, 55.755819]"
514,Московское,82.0,85.0,,,"[41.918652, 45.284999]"
515,Мостовской,53.0,,,,"[40.790278, 44.414363]"
516,Мраково,,27.0,,,"[56.621163, 52.715502]"
517,Муравленко,,86.0,,,"[74.494457, 63.795285]"
518,Мурманск,952.0,1224.0,3029.0,442.0,"[33.074918, 68.970663]"
519,Муром,831.0,1368.0,,,"[42.052411, 55.579174]"
520,Мценск,488.0,313.0,,,"[36.575006, 53.278939]"
521,Мыски,,,,158.0,"[87.805747, 53.712514]"
522,Мытищи,4309.0,3871.0,,1423.0,"[37.736743, 55.909968]"
523,Набережные Челны,4706.0,8410.0,,1560.0,"[52.403662, 55.741272]"
524,Надеждино,,24.0,,,"[50.373479, 54.117218]"
525,Надым,77.0,107.0,,,"[72.540055, 65.527025]"
526,Назарово,128.0,164.0,,,"[90.417697, 56.012345]"
527,Назрань,1004.0,,,,"[44.768485, 43.231409]"
528,Называевск,,65.0,,,"[71.349186, 55.564821]"
529,Нальчик,5697.0,1472.0,,1493.0,"[43.607081, 43.485259]"
530,Нариманов,,,28.0,,"[47.854405, 46.689553]"
531,Наро-Фоминск,,99.0,,,"[36.72285, 55.383838]"
532,Нарьян-Мар,37.0,44.0,,39.0,"[53.006926, 67.63805]"
533,Наумовка,,85.0,,,"[55.91709, 53.519964]"
534,Находка,113.0,315.0,182.0,,"[132.89282, 42.824043]"
535,Невель,,36.0,,,"[29.91725, 56.017483]"
536,Невельск,,213.0,89.0,,"[141.856596, 46.671673]"
537,Невинномысск,485.0,1818.0,,,"[41.936061, 44.638287]"
538,Невьянск,,86.0,,,"[60.218251, 57.491225]"
539,Нелидово,43.0,45.0,,,"[32.772042, 56.225553]"
540,Нерехта,62.0,,,,"[40.572563, 57.460544]"
541,Нерчинск,,150.0,,,"[116.585693, 51.977058]"
542,Нерюнгри,585.0,160.0,,91.0,"[124.712311, 56.657717]"
543,Нефтегорск,50.0,42.0,,,"[51.163808, 52.797221]"
544,Нефтекамск,487.0,706.0,,25.0,"[54.247751, 56.088483]"
545,Нефтеюганск,323.0,369.0,,155.0,"[72.616403, 61.088255]"
546,Нижневартовск,985.0,844.0,,17.0,"[76.558902, 60.938545]"
547,Нижнекамск,508.0,1276.0,,721.0,"[51.819712, 55.637576]"
548,Нижнеудинск,129.0,125.0,,,"[99.026387, 54.901238]"
549,Нижний Бестях,136.0,136.0,,,"[129.907763, 61.95847]"
550,Нижний Ломов,,125.0,,,"[43.672999, 53.530049]"
551,Нижний Новгород,4849.0,9032.0,4032.0,5184.0,"[44.006516, 56.326797]"
552,Нижний Тагил,1205.0,1518.0,,416.0,"[59.971474, 57.907562]"
553,Нижняя Салда,,39.0,,,"[60.716331, 58.07149]"
554,Никель,,40.0,,,"[30.210065, 69.410035]"
555,Николаевка,,36.0,,,"[47.207986, 53.129051]"
556,Николаевск,,72.0,,,"[45.45911, 50.025878]"
557,Николаевск-на-Амуре,34.0,33.0,,,"[140.713795, 53.14025]"
558,Никольск,80.0,,,,"[45.45849, 59.530416]"
559,Никольск,80.0,,,,"[46.084356, 53.71447]"
560,Новая Усмань,69.0,74.0,,,"[39.410268, 51.643447]"
561,Новоалтайск,326.0,164.0,,125.0,"[83.931079, 53.412021]"
562,Новоаннинский,,51.0,,,"[42.667083, 50.529606]"
563,Новобелокатай,,50.0,,,"[58.959199, 55.70771]"
564,Нововаршавка,43.0,,,,"[74.692374, 54.174323]"
565,Нововоронеж,,112.0,,,"[39.215981, 51.3091]"
566,Новодвинск,46.0,46.0,,,"[40.82083, 64.413687]"
567,Новозыбков,,82.0,,38.0,"[31.933231, 52.536723]"
568,Новоильинск,,95.0,,,"[108.707621, 51.68243]"
569,Новокузнецк,3942.0,3350.0,,1441.0,"[87.136053, 53.757553]"
570,Новокуйбышевск,,485.0,,,"[49.947776, 53.099469]"
571,Новомосковск,213.0,2040.0,,241.0,"[38.291057, 54.010914]"
572,Новоомский,,86.0,,,"[73.301, 54.841371]"
573,Новопавловск,,49.0,,,"[43.63191, 43.957369]"
574,Новороссийск,1174.0,592.0,2148.0,,"[37.768813, 44.723771]"
575,Новосевастопольское,32.0,,,,"[39.706093, 45.06191]"
576,Новосибирск,7856.0,9480.0,1631.0,8821.0,"[82.92043, 55.030204]"
577,Новотроицк,291.0,959.0,,,"[58.299683, 51.196355]"
578,Новоуральск,110.0,424.0,,76.0,"[60.095613, 57.247235]"
579,Новохоперск,,55.0,,,"[41.631461, 51.100286]"
580,Новочебоксарск,100.0,297.0,,,"[47.476807, 56.108738]"
581,Новочеркасск,6874.0,8097.0,,2784.0,"[40.093734, 47.422052]"
582,Новошахтинск,466.0,84.0,,,"[39.934705, 47.754315]"
583,Новый Быт,,137.0,,,"[37.605122, 55.059817]"
584,Новый Уренгой,309.0,303.0,,,"[76.680956, 66.084539]"
585,Ногинск,,182.0,,171.0,"[38.441866, 55.854476]"
586,Нолинск,38.0,,,,"[49.935721, 57.559713]"
587,Норильск,1060.0,868.0,,,"[88.210393, 69.343985]"
588,Ноябрьск,81.0,240.0,,,"[75.450938, 63.201805]"
589,Нытва,31.0,30.0,,,"[55.328631, 57.939127]"
590,Нягань,93.0,106.0,,,"[65.433393, 62.14681]"
591,Нязепетровск,33.0,33.0,,,"[59.595449, 56.053924]"
592,Облучье,55.0,,,,"[131.05969, 49.020287]"
593,Обнинск,,125.0,,,"[36.586459, 55.11202]"
594,Обоянь,,60.0,,,"[36.267638, 51.209893]"
595,Одинцово,121.0,104.0,,,"[37.263663, 55.679138]"
596,Озерный,79.0,,,,"[41.886672, 48.361897]"
597,Озерск,142.0,144.0,,63.0,"[60.707608, 55.763189]"
598,Озеры,,78.0,,,"[38.559833, 54.854092]"
599,Октябрьск,290.0,,,,"[48.670677, 53.164038]"
600,Октябрьский,465.0,1420.0,,,"[53.46557, 54.481454]"
601,Октябрьский,465.0,1420.0,,,"[43.171829, 61.089321]"
602,Октябрьское,,54.0,,,"[62.728988, 54.412296]"
603,Олекминск,140.0,,,,"[120.403084, 60.372981]"
604,Оленегорск,39.0,49.0,,,"[33.270104, 68.14046]"
605,Омск,12810.0,4697.0,2863.0,9398.0,"[73.368221, 54.989347]"
606,Омутнинск,42.0,48.0,,,"[52.177161, 58.66406]"
607,Онега,,73.0,,,"[38.086655, 63.914485]"
608,Опочка,,62.0,,,"[28.658926, 56.713993]"
609,Ордынское,48.0,,,,"[81.899575, 54.367147]"
610,Орел,368.0,539.0,,311.0,"[36.064358, 52.970756]"
611,Оренбург,8250.0,5129.0,,2540.0,"[55.096964, 51.768205]"
612,Орехово-Зуево,222.0,191.0,,,"[38.981601, 55.805842]"
613,Орлов,7.0,8.0,,,"[48.89284, 58.539037]"
614,Орловский,46.0,,,,"[42.053031, 46.872893]"
615,Орск,278.0,1280.0,,174.0,"[58.474675, 51.2293]"
616,Осинники,181.0,32.0,,,"[87.337078, 53.598754]"
617,Осташков,47.0,50.0,,,"[33.102873, 57.15605]"
618,Остров,74.0,,,,"[28.352349, 57.342186]"
619,Острогожск,86.0,92.0,,,"[39.082365, 50.860145]"
620,Отрадный,167.0,142.0,,,"[51.348789, 53.376549]"
621,Оха,,224.0,,,"[142.949163, 53.588974]"
622,Очер,49.0,47.0,,,"[54.716096, 57.885268]"
623,Павлово,,173.0,,,"[43.064848, 55.965103]"
624,Павловск,98.0,,,,"[40.130439, 50.453624]"
625,Павловск,98.0,,,,"[82.98951, 53.313535]"
626,Павловский Посад,139.0,120.0,,,"[38.650976, 55.78034]"
627,Палана,,20.0,,,"[159.951307, 59.082834]"
628,Палласовка,34.0,,,,"[46.880407, 50.050172]"
629,Парабель,,37.0,,,"[81.489871, 58.703203]"
630,Параньга,36.0,,,,"[49.40249, 56.706612]"
631,Парковый,118.0,116.0,,,"[40.146869, 45.838031]"
632,Партизанск,54.0,56.0,,,"[133.123255, 43.11982]"
633,Пеледуй,,,48.0,,"[112.751441, 59.631696]"
634,Пенза,2265.0,4699.0,,4726.0,"[45.018316, 53.195042]"
635,Первомайск,,155.0,,,"[43.801386, 54.867632]"
636,Первомайский,53.0,178.0,,,"[37.503837, 54.036483]"
637,Первомайский,53.0,178.0,,,"[51.641055, 51.903798]"
638,Первомайский,53.0,178.0,,,"[61.174696, 54.865622]"
639,Первомайский,53.0,178.0,,,"[115.63833, 51.669294]"
640,Первомайское,,54.0,,,"[42.481536, 43.938113]"
641,Первомайское,,54.0,,,"[84.020812, 53.723059]"
642,Первомайское,,54.0,,,"[86.234952, 57.073198]"
643,Первоуральск,83.0,249.0,,,"[59.943267, 56.905819]"
644,Перевоз,124.0,134.0,,,"[44.54494, 55.596854]"
645,Переславль-Залесский,,88.0,,,"[38.854382, 56.739194]"
646,Пермь,4685.0,3691.0,949.0,2961.0,"[56.229443, 58.010455]"
647,Пестравка,,24.0,,,"[49.962167, 52.40377]"
648,Петровск,,223.0,,,"[45.38994, 52.314028]"
649,Петрозаводск,3462.0,1361.0,643.0,134.0,"[34.346878, 61.785021]"
650,Петропавловка,,35.0,,,"[105.317631, 50.610055]"
651,Петропавловск-Камчатский,164.0,843.0,2952.0,449.0,"[158.643503, 53.024265]"
652,Петушки,48.0,48.0,,,"[39.459352, 55.931104]"
653,Печора,71.0,83.0,91.0,,"[57.223977, 65.148606]"
654,Пласт,,91.0,,,"[60.808408, 54.363281]"
655,Плесецк,36.0,36.0,,,"[40.281194, 62.710039]"
656,Побединское,,112.0,,,"[45.438386, 43.401471]"
657,Подольск,187.0,161.0,,152.0,"[37.544997, 55.431136]"
658,Подпорожье,55.0,52.0,,,"[34.167952, 60.912097]"
659,Покачи,,31.0,,,"[75.599753, 61.741652]"
660,Покровка,46.0,48.0,,,"[53.874707, 51.98986]"
661,Покровка,46.0,48.0,,,"[131.635555, 43.950906]"
662,Полевской,169.0,157.0,,,"[60.236307, 56.495802]"
663,Полесск,121.0,100.0,,,"[21.109888, 54.862782]"
664,Полысаево,,134.0,,,"[86.280901, 54.605443]"
665,Полярные Зори,,56.0,,72.0,"[32.500975, 67.365788]"
666,Полярный,,,34.0,,"[33.437235, 69.197402]"
667,Поронайск,31.0,,,,"[143.100852, 49.221421]"
668,Похвистнево,38.0,32.0,,,"[52.123038, 53.653394]"
669,Пошехонье,,44.0,,,"[39.120481, 58.503857]"
670,Преображенский,34.0,,,,"[43.825632, 54.381753]"
671,Приморский,83.0,89.0,169.0,,"[35.488098, 45.115886]"
672,Приозерск,,67.0,,,"[30.115589, 61.035979]"
673,Прогресс,,20.0,,,"[54.721783, 56.24402]"
674,Прокопьевск,250.0,410.0,,,"[86.750055, 53.884493]"
675,Пролетарск,,67.0,,,"[41.727544, 46.703855]"
676,Протвино,,765.0,,,"[37.2151, 54.864969]"
677,Пруды,,110.0,,,"[165.889368, 67.396381]"
678,Псков,1914.0,1071.0,,278.0,"[28.33246, 57.819274]"
679,Пугачев,65.0,60.0,,,"[48.812036, 52.0119]"
680,Пышма,46.0,,,,"[63.238566, 56.95087]"
681,Пятигорск,1569.0,,,348.0,"[43.070643, 44.039802]"
682,Радужный,,72.0,,,"[40.332605, 55.995659]"
683,Радужный,,72.0,,,"[77.458448, 62.134265]"
684,Райчихинск,103.0,125.0,,,"[129.411255, 49.794114]"
685,Ракитное,,53.0,,,"[35.831389, 50.834383]"
686,Раменское,,180.0,,,"[38.225004, 55.567586]"
687,Ревда,139.0,92.0,,,"[59.908718, 56.800084]"
688,Реж,89.0,83.0,,,"[61.391648, 57.373777]"
689,Реутов,251.0,217.0,,,"[37.85515, 55.760515]"
690,Рефтинский,6.0,,,,"[61.680142, 57.088988]"
691,Ржев,,163.0,,,"[34.334419, 56.263017]"
692,Ровеньки,,,,41.0,"[38.891985, 49.914716]"
693,Родники,70.0,,,,"[41.733366, 57.107152]"
694,Рославль,112.0,92.0,,,"[32.857498, 53.947229]"
695,Россошь,97.0,363.0,,,"[39.562632, 50.198256]"
696,Ростов,84.0,79.0,,,"[39.414526, 57.18587]"
697,Ростов-на-Дону,6987.0,7068.0,4951.0,10971.0,"[39.720358, 47.222078]"
698,Рошаль,53.0,46.0,,,"[39.862768, 55.663283]"
699,Ртищево,248.0,78.0,,,"[43.785657, 52.257455]"
700,Рубцовск,774.0,735.0,,,"[81.217673, 51.527623]"
701,Рудня,,66.0,,,"[31.081763, 54.948013]"
702,Рудня,,66.0,,,"[44.556384, 50.801559]"
703,Рузаевка,,2452.0,,99.0,"[44.94911, 54.058274]"
704,Рыбинск,70.0,3035.0,737.0,963.0,"[38.855711, 58.04864]"
705,Рыбное,,75.0,,,"[39.505463, 54.730812]"
706,Рыбное,,75.0,,,"[37.619782, 56.41525]"
707,Рыльск,63.0,,,,"[34.681052, 51.571263]"
708,Ряжск,252.0,,,,"[40.062894, 53.708949]"
709,Рязань,5838.0,4359.0,,2070.0,"[39.741917, 54.629565]"
710,Савали,83.0,,,,"[50.634835, 56.536356]"
711,Саки,135.0,,,,"[33.600154, 45.132013]"
712,Салават,307.0,1480.0,,,"[55.924681, 53.361651]"
713,Салехард,77.0,,49.0,,"[66.614507, 66.529866]"
714,Сальск,157.0,133.0,,,"[41.541503, 46.474898]"
715,Самара,4309.0,14092.0,544.0,8120.0,"[50.100202, 53.195878]"
716,Сангар,49.0,,,,"[127.466429, 63.923465]"
717,Санкт-Петербург,18623.0,46722.0,5778.0,30460.0,"[30.315877, 59.939099]"
718,Саранск,5007.0,720.0,,1394.0,"[45.183938, 54.187433]"
719,Сарапул,308.0,985.0,,,"[53.803687, 56.461218]"
720,Саратов,10396.0,7598.0,98.0,5835.0,"[46.034266, 51.533562]"
721,Саров,125.0,2676.0,,,"[43.344853, 54.922793]"
722,Сасово,82.0,,,,"[41.924087, 54.349933]"
723,Сатка,,110.0,,,"[58.974578, 55.047456]"
724,Сафоново,,190.0,,,"[33.23798, 55.106057]"
725,Саяногорск,862.0,204.0,,,"[91.412204, 53.100762]"
726,Светлый,36.0,137.0,,,"[20.131093, 54.673268]"
727,Светлый,36.0,137.0,,,"[113.426974, 63.049927]"
728,Светогорск,34.0,32.0,,,"[28.865879, 61.113731]"
729,Свирск,,56.0,,,"[103.342253, 53.066572]"
730,Свобода,,49.0,,,"[36.304738, 51.973774]"
731,Свободный,559.0,128.0,,,"[128.134156, 51.375889]"
732,Севастополь,383.0,197.0,552.0,,"[33.525135, 44.616495]"
733,Северобайкальск,48.0,67.0,,,"[109.335597, 55.636001]"
734,Северодвинск,278.0,2015.0,4024.0,604.0,"[39.823781, 64.563386]"
735,Североонежск,16.0,,,,"[39.840471, 62.590793]"
736,Североуральск,,73.0,,,"[59.952161, 60.152394]"
737,Северск,,591.0,,,"[84.880913, 56.60319]"
738,Селенгинск,56.0,78.0,,,"[106.862616, 52.005386]"
739,Семенов,63.0,68.0,,,"[44.49034, 56.789017]"
740,Семилуки,,110.0,,,"[39.020211, 51.69463]"
741,Сергач,38.0,,,,"[45.465228, 55.531035]"
742,Сергиев Посад,239.0,206.0,,,"[38.135972, 56.315311]"
743,Сердобск,,79.0,,,"[44.202735, 52.455683]"
744,Серноводск,124.0,111.0,,,"[51.255759, 53.921982]"
745,Серов,,264.0,,,"[60.573588, 59.605395]"
746,Серп и Молот,,73.0,,,"[42.492235, 50.851121]"
747,Серпухов,349.0,302.0,,,"[37.416601, 54.913681]"
748,Сибай,285.0,259.0,,,"[58.665665, 52.72039]"
749,Сим,,192.0,,,"[57.687184, 54.988469]"
750,Симферополь,1262.0,925.0,,,"[34.100327, 44.948237]"
751,Скопин,84.0,,,,"[39.54939, 53.82359]"
752,Славянка,,88.0,,,"[131.385581, 42.865001]"
753,Славянск-на-Кубани,216.0,,,,"[38.12822, 45.260332]"
754,Сланцы,89.0,84.0,,,"[28.088145, 59.11779]"
755,Слобода,,168.0,,,"[40.29351, 51.13569]"
756,Смоленск,1139.0,1873.0,,,"[32.045287, 54.782635]"
757,Снежинск,94.0,861.0,,,"[60.732707, 56.087303]"
758,Снежное,45.0,,,,"[57.179502, 56.503155]"
759,Советск,83.0,179.0,,,"[21.888656, 55.081034]"
760,Советск,83.0,179.0,,,"[48.959521, 57.587599]"
761,Советск,83.0,179.0,,,"[37.626636, 53.932946]"
762,Советская Гавань,44.0,42.0,,,"[140.285128, 48.966446]"
763,Советский,,110.0,,,"[63.566802, 61.370766]"
764,Советский,,110.0,,,"[34.929005, 45.340396]"
765,Советский,,110.0,,,"[63.566802, 61.370766]"
766,Совхоз Мамадышский,87.0,84.0,,,"[51.385494, 55.707699]"
767,Сокол,93.0,92.0,,,"[40.099986, 59.460972]"
768,Сокольское,95.0,,,,"[43.159746, 57.141617]"
769,Соликамск,220.0,328.0,,118.0,"[56.770391, 59.649193]"
770,Солнечногорск,329.0,284.0,,268.0,"[36.977631, 56.185107]"
771,Солнечный,59.0,,,,"[136.641983, 50.723258]"
772,Соль-Илецк,,59.0,,,"[54.980031, 51.161986]"
773,Сорочинск,,69.0,,,"[53.161149, 52.431316]"
774,Сортавала,54.0,,,,"[30.691633, 61.702943]"
775,Сосенский,,78.0,,,"[35.966038, 54.059489]"
776,Сосково,,14.0,,,"[35.386445, 52.748434]"
777,Сосновка,,,20.0,,"[51.284334, 56.253757]"
778,Сосновоборск,,267.0,,,"[93.335434, 56.120211]"
779,Сосновоборск,,267.0,,,"[46.247184, 53.299168]"
780,Сосновское,69.0,75.0,,,"[43.168307, 55.804369]"
781,Сосновское,69.0,75.0,,,"[73.161366, 54.598439]"
782,Сосновый Бор,131.0,123.0,,,"[29.09221, 59.904225]"
783,Сосногорск,124.0,146.0,,,"[53.873117, 63.600002]"
784,Сочи,2942.0,,,,"[39.723098, 43.585472]"
785,Спас-Клепики,,41.0,,,"[40.17628, 55.131167]"
786,Спасск-Дальний,142.0,148.0,,,"[132.817568, 44.597647]"
787,Спасск-Рязанский,68.0,,,,"[40.380988, 54.403896]"
788,Ставрополь,6609.0,1825.0,,425.0,"[41.96911, 45.043317]"
789,Старая Русса,63.0,126.0,,,"[31.355461, 57.99072]"
790,Стародеревянковская,127.0,,,,"[38.965809, 46.125839]"
791,Стародуб,62.0,,,,"[32.760355, 52.585277]"
792,Староминская,71.0,70.0,,,"[39.062629, 46.538766]"
793,Старосубхангулово,,22.0,,,"[57.441612, 53.102183]"
794,Старощербиновская,109.0,,,,"[38.666787, 46.633433]"
795,Старый Оскол,934.0,2957.0,,521.0,"[37.833231, 51.297974]"
796,Степное,,76.0,,,"[46.844169, 51.377801]"
797,Степное Озеро,144.0,,,,"[79.854237, 52.779766]"
798,Стерлитамак,499.0,2041.0,,1105.0,"[55.930825, 53.630403]"
799,Стрежевой,,66.0,,,"[77.604011, 60.732867]"
800,Стрелецкий,,196.0,,,"[35.973655, 53.011729]"
801,Строитель,214.0,66.0,,,"[36.486998, 50.785172]"
802,Строитель,214.0,66.0,,,"[36.058771, 55.498296]"
803,Строитель,214.0,66.0,,,"[41.450028, 52.649155]"
804,Ступино,119.0,608.0,,97.0,"[38.078237, 54.88628]"
805,Субханкулово,,74.0,,,"[53.808277, 54.556175]"
806,Сунжа,33.0,,,,"[45.047682, 43.320353]"
807,Сунтар,30.0,30.0,,,"[117.647601, 62.160619]"
808,Сураж,49.0,,,,"[32.393043, 53.013891]"
809,Сургут,2213.0,549.0,,856.0,"[73.393032, 61.241778]"
810,Суровикино,63.0,68.0,,,"[42.844249, 48.60538]"
811,Сухиничи,41.0,40.0,,,"[35.337981, 54.101551]"
812,Сухой Лог,129.0,89.0,,,"[62.035542, 56.905431]"
813,Сызрань,424.0,2623.0,,244.0,"[48.474611, 53.155669]"
814,Сыктывкар,913.0,1017.0,,354.0,"[50.836497, 61.668797]"
815,Тавда,57.0,52.0,,,"[65.272604, 58.041876]"
816,Таврическое,52.0,,,,"[73.638021, 54.584469]"
817,Таганрог,629.0,1820.0,,159.0,"[38.936694, 47.208735]"
818,Тайшет,,71.0,,,"[98.002982, 55.940502]"
819,Талица,213.0,,,,"[63.733394, 57.014273]"
820,Тальменка,105.0,,,,"[83.569229, 53.817308]"
821,Тамбов,5706.0,4682.0,,2148.0,"[41.45275, 52.721295]"
822,Тара,,75.0,,,"[74.371981, 56.901838]"
823,Тарасовский,,71.0,,,"[40.356095, 48.727189]"
824,Татарск,187.0,,,,"[75.973371, 55.219447]"
825,Татаурово,31.0,,,,"[107.438382, 52.140704]"
826,Таштып,45.0,,,,"[89.892434, 52.801032]"
827,Тверь,7982.0,2399.0,,1781.0,"[35.91186, 56.859625]"
828,Тевриз,,58.0,,,"[72.404652, 57.516669]"
829,Тейково,105.0,,,,"[40.535471, 56.85436]"
830,Темрюк,,254.0,,215.0,"[37.365388, 45.282044]"
831,Тербуны,,148.0,,,"[38.279963, 52.147475]"
832,Терек,,79.0,,,"[44.140267, 43.483865]"
833,Техникумовский,17.0,19.0,,,"[36.355844, 52.470514]"
834,Тикси,,24.0,,,"[128.870855, 71.639263]"
835,Тимашевск,63.0,,,,"[38.933973, 45.6142]"
836,Тихвин,124.0,116.0,,,"[33.542105, 59.644213]"
837,Тихорецк,250.0,,,352.0,"[40.123171, 45.852784]"
838,Тобольск,169.0,1085.0,50.0,,"[68.253995, 58.200891]"
839,Тогучин,,32.0,,,"[84.402874, 55.238018]"
840,Тольятти,6544.0,4596.0,,1453.0,"[49.420411, 53.507852]"
841,Томск,2895.0,13007.0,198.0,9385.0,"[84.947649, 56.484645]"
842,Торбеево,,96.0,,,"[43.245958, 54.074511]"
843,Торжок,60.0,63.0,,,"[34.960149, 57.041338]"
844,Тосно,52.0,,,,"[30.875006, 59.541179]"
845,Тотьма,103.0,,,,"[42.758873, 59.973487]"
846,Трехгорный,81.0,82.0,,,"[58.44662, 54.814652]"
847,Троицк,61.0,62.0,,,"[61.559004, 54.082757]"
848,Троицкое,87.0,,,,"[84.678325, 52.98211]"
849,Трубчевск,91.0,106.0,,,"[33.766082, 52.579083]"
850,Трудобеликовский,2.0,,,,"[38.150516, 45.266193]"
851,Туапсе,175.0,,,,"[39.073382, 44.095245]"
852,Туймазы,126.0,115.0,,,"[53.694955, 54.600708]"
853,Тула,6007.0,1729.0,,1480.0,"[37.617348, 54.193122]"
854,Тулун,75.0,72.0,,,"[100.578047, 54.55712]"
855,Тура,,61.0,,,"[100.20778, 64.270386]"
