,city,Авиастроение и космическая отрасль,Добыча нефти и газа,Добыча угля и металлических руд,Машиностроение,Судостроение,Фармацевтика,Химическая промышленность,Цветная металлургия,Черная металлургия,Электроника и микроэлектроника,coordinates
1077,Чунский,10.5,,,84.0,10.5,47.0,,12.25,12.25,7.0,"[99.6619, 56.088298]"
1078,Чусовой,18.75,,,150.0,95.75,,,146.94166666666666,142.475,12.5,"[57.808053, 58.305058]"
1079,Шадринск,29.25,,,234.0,139.25,112.0,,239.45833333333334,232.125,19.5,"[63.629747, 56.087042]"
1080,Шаран,,,,,86.0,,,,,,"[54.005781, 54.820052]"
1081,Шаранга,,,,,,5.0,,,,,"[46.544365, 57.177128]"
1082,Шарыпово,24.75,92.32142857142857,75.53571428571428,198.0,127.75,93.67857142857143,,28.875000000000004,28.875000000000004,16.5,"[89.18016, 55.53909]"
1083,Шарья,,133.57142857142856,109.28571428571428,,67.0,2.4285714285714284,,,,,"[45.518264, 58.369854]"
1084,Шатура,30.5,,,244.0,30.5,,,35.583333333333336,35.583333333333336,20.333333333333332,"[39.544575, 55.577577]"
1085,Шахтерск,,245.53571428571428,200.89285714285714,,,4.464285714285714,,,,,"[142.105133, 49.159794]"
1086,Шахты,1516.75,1687.3214285714284,1380.5357142857142,6226.0,5603.75,1718.5357142857142,2292.5714285714284,1740.3035714285716,1740.3035714285716,4386.214285714285,"[40.215401, 47.709237]"
1087,Шахунья,,,,,85.0,99.0,,,,,"[46.612933, 57.676341]"
1088,Шацк,,,,,,,,28.0,27.0,,"[41.713073, 54.023558]"
1089,Шебекино,57.75,,,462.0,129.75,178.92857142857142,269.2857142857143,88.08928571428571,88.08928571428571,48.857142857142854,"[36.879319, 50.404344]"
1090,Шелехов,20.5,,,164.0,105.5,,,171.38333333333333,166.11666666666667,13.666666666666666,"[104.097395, 52.210209]"
1091,Шемышейка,10.75,,,86.0,10.75,,,12.541666666666668,12.541666666666668,7.166666666666666,"[45.397881, 52.889919]"
1092,Шира,,,,,,63.0,,,,,"[89.962817, 54.487197]"
1093,Школьный,,,,,,46.0,,,,,"[86.825819, 54.002019]"
1094,Шлиссельбург,30.0,,,240.0,450.0,153.0,,35.0,35.0,20.0,"[31.034754, 59.944959]"
1095,Шолоховский,14.75,,,118.0,84.75,,,17.208333333333336,17.208333333333336,9.833333333333332,"[41.046505, 48.282732]"
1096,Шумерля,20.25,,,162.0,103.25,,,23.625,23.625,13.5,"[46.417846, 55.497934]"
1097,Шумиха,,,,,109.0,,,,,,"[63.28571, 55.228726]"
1098,Шушенское,23.5,216.07142857142856,176.78571428571428,188.0,23.5,90.92857142857143,,27.416666666666668,27.416666666666668,15.666666666666666,"[91.935643, 53.333763]"
1099,Шуя,35.25,,,282.0,228.25,1040.0,,41.125,41.125,23.5,"[41.384622, 56.854404]"
1100,Щекино,157.0,,,423.0,157.0,216.42857142857142,349.2857142857143,181.04761904761904,181.04761904761904,153.1904761904762,"[37.518165, 54.001574]"
1101,Щигры,16.5,,,132.0,16.5,60.0,,19.25,19.25,11.0,"[36.912341, 51.873243]"
1102,Эгвекинот,5.25,,,42.0,17.25,,,6.125,6.125,3.5,"[177.339555, 68.08756]"
1103,Электроизолятор,,,,,183.0,162.64285714285714,384.42857142857144,29.57142857142857,29.57142857142857,14.785714285714285,"[38.501137, 55.586237]"
1104,Электросталь,601.75,,,1482.0,1097.75,765.1428571428571,691.4285714285714,1048.0797619047619,1033.479761904762,568.1190476190476,"[38.444858, 55.78445]"
1105,Элиста,21.0,746.4285714285714,610.7142857142858,168.0,1626.0,6082.571428571428,,24.5,24.5,14.0,"[44.269759, 46.307743]"
1106,Энгельс,677.0,1031.25,843.75,4471.0,998.0,2406.107142857143,1076.5714285714284,1360.5619047619048,1341.9619047619049,908.547619047619,"[46.124052, 51.50105]"
1107,Энергетик,,,,,57.0,,,,,,"[58.795813, 51.743663]"
1108,Эркен-Шахар,,145.35714285714286,118.92857142857142,,,2.642857142857143,,,,,"[41.959382, 44.372464]"
1109,Югорск,25.25,186.60714285714286,152.67857142857144,202.0,113.25,3.392857142857143,,29.458333333333336,29.458333333333336,16.833333333333332,"[63.331964, 61.314917]"
1110,Южно-Сахалинск,133.75,3538.607142857143,3114.6785714285716,1070.0,1042.75,292.3928571428571,,542.4416666666667,528.6416666666667,89.16666666666666,"[142.729587, 46.957771]"
1111,Южноуральск,21.5,,,172.0,106.5,80.0,,241.61666666666667,233.88333333333335,14.333333333333332,"[61.268237, 54.442455]"
1112,Юрга,224.25,487.1428571428571,398.57142857142856,1794.0,330.25,8.857142857142856,,1054.9583333333335,1026.625,149.5,"[84.933878, 55.713557]"
1113,Юрьев-Польский,,,,,34.0,,,,,,"[39.680823, 56.49925]"
1114,Юрьевец,,,,,92.0,,,,,,"[43.110842, 57.318321]"
1115,Юрюзань,17.75,,,142.0,17.75,,,20.708333333333336,20.708333333333336,11.833333333333332,"[58.425276, 54.853677]"
1116,Ютановка,46.0,,,46.0,46.0,46.0,46.0,46.0,46.0,46.0,"[37.796768, 50.4909]"
1117,Яблоновский,,,,,,60.0,,,,,"[38.936362, 44.981285]"
1118,Якутск,627.5,23370.035714285714,19500.392857142855,3207.0,7322.5,7895.535714285714,1718.7142857142858,1486.2690476190476,1461.802380952381,3778.809523809524,"[129.732178, 62.027221]"
1119,Ялта,,,,,,756.0,,,,,"[34.169506, 44.497415]"
1120,Ялуторовск,51.0,,,408.0,280.0,372.0,,59.50000000000001,59.50000000000001,34.0,"[66.312215, 56.654694]"
1121,Яныль,,,,,76.0,77.0,,,,,"[50.578519, 56.253447]"
1122,Яровое,12.75,,,102.0,66.75,59.0,,98.875,95.875,8.5,"[78.580049, 52.919743]"
1123,Ярославль,3347.5,2746.1428571428573,2557.5714285714284,8328.0,6869.5,18462.5,13680.428571428572,5598.054761904762,5552.254761904762,10997.119047619048,"[39.893813, 57.626559]"
1124,Ярославский,,,,,35.0,,,,,,"[132.225012, 44.185359]"
1125,Ярцево,12.5,,,100.0,59.5,59.0,,33.25,32.583333333333336,8.333333333333332,"[32.688292, 55.066123]"
1126,Ясногорск,29.75,,,238.0,29.75,,,34.708333333333336,34.708333333333336,19.833333333333332,"[37.693354, 54.479293]"
1127,Ясногорск,29.75,,,238.0,29.75,,,34.708333333333336,34.708333333333336,19.833333333333332,"[115.692013, 50.87397]"
1128,имени Карла Либкнехта,16.25,,,130.0,16.25,,,18.958333333333336,18.958333333333336,10.833333333333332,"[35.479339, 51.623467]"
